# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
52722568 34.78715 34.89370 34.20428  296.10  -24.49   36.97   14.76   15.14 6.8408e+08 6.8423e+08 22.95915 3.60460 0.97340   17741 4.0717e+05     4162       -1       -1
52722575 34.74729 34.90819 34.20339  289.72   22.99   -1.28    8.57    8.53 4.4451e+07 7.2056e+07 9.22958 1.10680 0.53520  93.215  8579.7      276       -1       -1
52722581 34.76088 34.79887 34.26462  284.55   -1.97   16.59   22.30   26.13 2.6085e+09 2.9592e+09 35.86901 4.47484 0.81410 2.3172e+05 2.6923e+06    18026       -1       -1
52722606 34.73144 34.87563 34.24090  301.14   26.99   33.40    9.05   10.34 4.0282e+07 1.5338e+08 8.93239 0.76541 0.48540  77.155  7465.9      229 52722611 52722611
52722608 34.73591 34.87464 34.25017  271.74   53.97   53.64    9.09    9.16 2.1746e+07 4.5197e+07 7.27324 0.45292 0.31610  23.624  3126.5      120 52722611 52722611
52722610 34.74571 34.89773 34.25397  255.61   49.13    5.87   10.20   14.99 4.4817e+07 4.4732e+08 9.25634 1.18041 0.50860  94.695  8679.7      277 52722611 52722611
52722611 34.73894 34.88864 34.25470  278.01   33.90   16.74   30.05   34.03 6.0352e+09 1.0254e+10 47.43944 3.70189 0.73440 1.1595e+06 8.7793e+06    45650       -1       -1
52722628 34.84778 34.88751 34.29318  277.68    6.06   50.60   10.80   10.80 1.4901e+08 1.4901e+08 13.81549 1.06605 1.00000  950.94   47343     1012       -1       -1
52722634 34.83465 34.90740 34.33370  288.03   44.26   13.82   22.22   24.10 1.6563e+09 2.7958e+09 30.83239 2.93839 0.69460   96896 1.4186e+06    18226       -1       -1
52722636 34.76573 35.07322 34.21876  136.14   25.58 -105.03   11.07   11.57 1.3637e+08 2.3056e+08 13.41127 1.83724 0.65470  2198.4   87683     1178       -1       -1
52722638 34.81098 35.06544 34.24015  120.32  -35.93   37.23   11.80   12.72 1.6958e+08 2.0099e+08 14.42535 0.98184 0.97340  1218.8   56824     1395       -1       -1
52722639 34.82022 35.07020 34.23886  144.31  -32.07   31.80   10.90   10.99 7.3e+07 1.0401e+08 10.89014 0.83531 0.50860  241.62   17285      506 52722638 52722638
52722688 34.92427 34.97596 34.36768  227.24   18.15  -17.58   10.56   10.82 1.0062e+08 1.2048e+08 12.11972 1.44428 0.58830  632.28   35068     1010       -1       -1
52723010 34.59585 34.70157 34.61710  278.32  -13.89  -66.64    8.62   10.91 2.0239e+08 2.2577e+08 15.29859 2.19008 0.86720  1711.8   72947     1231       -1       -1
52723022 34.65223 34.73040 34.64741  280.59   19.10  -39.68   11.29   16.25 5.2577e+07 4.1268e+08 9.76197 0.86195 0.32930  128.67   10875      311 52723025 52723024
52723024 34.66070 34.73601 34.64541  262.44   20.11  -72.74   32.58   31.31 7.293e+09 7.662e+09 50.53099 13.70731 0.89380 1.6674e+06 1.1457e+07    40370       -1       -1
52723025 34.65677 34.74802 34.64711  231.48   36.67  -82.99   15.25   17.89 3.4775e+08 7.5535e+08 18.32535 2.72562 0.60160  4839.3 1.5664e+05     2314 52723024 52723024
52723047 34.69037 34.91157 34.73306  215.05  -16.45  -28.38    8.15    9.77 5.4845e+07 7.7915e+07 9.90000 0.91912 0.61490  273.83   18951      408       -1       -1
52723055 34.64994 34.85956 34.72230  267.18   71.28  -39.54    8.17    9.41 2.3634e+07 6.6944e+07 7.47887 0.58496 0.28950  27.717  3516.4      131 52723056 52723056
52723056 34.65643 34.84847 34.71465  284.65   78.01  -54.36   26.55   26.78 3.0972e+09 3.1127e+09 37.98028 6.12611 0.96020 3.2222e+05 3.4301e+06    17373       -1       -1
52723071 34.50195 34.83732 33.72899  152.62   29.49  136.32    8.63   11.47 3.3099e+07 1.1783e+08 8.36620 0.86188 0.27620  52.917  5657.7      194 52723074 52723074
52723074 34.49250 34.83737 33.75497  132.57    8.96  125.91   40.06   38.21 1.1258e+10 1.1555e+10 58.40000 8.79477 0.60160 3.8342e+06 2.1067e+07    56042       -1       -1
52723241 35.25471 34.62032 35.33114  -85.29  -23.19    8.00    8.57    8.27 6.8465e+07 7.0915e+07 10.65915 1.11759 0.96020  213.63   15789      469 52723256 52723256
52723245 35.28606 34.64698 35.37472  -42.27   70.68   -9.95    9.51   11.42 5.8437e+07 1.0742e+08 10.11127 1.20506 0.35260  157.61   12625      324 52723256 52723256
52723256 35.29378 34.63785 35.35569  -17.87   83.46   32.69   41.30   41.30 9.7535e+09 9.7535e+09 55.67465 8.58597 1.00000 2.9123e+06 1.7232e+07    49222       -1       -1
52723263 34.89006 34.95870 33.91628  307.29  -28.31   46.13   10.42   10.71 1.7606e+08 1.869e+08 14.60423 0.92207 0.77420  1309.8   59913     1256       -1       -1
52723271 34.89527 35.00719 33.92796  297.01   11.38   36.58    9.95   10.49 9.569e+07 1.3182e+08 11.91831 1.71576 0.61490  406.28   25331      575 52723284 52723284
52723284 34.91936 35.03150 33.90663  291.32   -5.43   31.35   30.97   31.39 6.1873e+09 6.2535e+09 47.83803 5.87137 0.90700 1.2163e+06 9.0922e+06    38343       -1       -1
52723285 34.92533 35.02563 33.90532  298.20   26.04   48.49    8.23   12.56 1.6831e+07 1.9028e+08 6.67746 0.56399 0.31610  14.444  2177.4      106 52723284 52723284
52723302 35.00394 34.97033 34.01552  259.42  -37.72    5.19   12.14   11.91 2.3817e+08 2.5746e+08 16.15070 1.52375 0.89380  2339.8   91794     1522       -1       -1
52723306 34.99909 34.99444 33.96777  219.02  -50.19   -1.62   14.48   13.26 4.0789e+08 5.8042e+08 19.32535 1.57066 0.78750  6573.5 1.9621e+05     3033       -1       -1
52723331 34.96798 35.12095 33.92576  271.80   20.07   44.80    8.76    8.86 3.5746e+07 7.6211e+07 8.58310 0.79513 0.50860  61.343  6307.2      231       -1       -1
52723348 34.89868 35.04465 34.70620  149.79   35.15  -23.36   13.73   15.85 9.0972e+07 2.2465e+08 11.71972 0.95310 0.31610  2091.4   84523     1027       -1       -1
52723357 34.84670 34.95368 34.62200   53.62  -27.40  108.19    8.08    7.91 5.5408e+07 7.2437e+07 9.93380 1.40956 0.43230  238.06   17097      433       -1       -1
52723394 34.77544 35.28230 34.59299  309.59 -156.65  -76.07    8.89    8.89 9.3423e+07 9.3423e+07 11.82394 0.82354 1.00000  387.99   24487      841       -1       -1
52723421 34.77806 35.28961 34.24885   94.15   78.32  -65.31   10.05   12.73 1.2785e+08 4.5225e+08 13.12676 1.61869 0.64140  8014.8 2.27e+05     1246       -1       -1
52723422 34.89642 35.29378 34.28615   94.64   52.97   -8.14    8.66    9.29 3.2535e+07 6.1282e+07 8.31831 0.79176 0.33930  172.68   13501      254       -1       -1
52723431 34.86778 35.11292 34.76687   -0.44    5.41  -91.71    9.02   10.43 3.4042e+07 7.0169e+07 8.44507 0.71989 0.30280  223.95   16346      216 52737613 52737613
52723452 34.89151 35.15061 34.81676  -92.28   55.60  -92.71   11.78   11.18 2.2634e+08 3.207e+08 15.88028 1.59563 0.69460  4142.7 1.3972e+05     3132 52737613 52737613
52723465 34.89877 35.19791 34.46728   89.48   80.62 -111.27   11.81   11.87 8.7563e+07 1.1063e+08 11.57042 1.08418 0.77420  536.81   31091      637       -1       -1
52723492 34.84773 35.01505 34.61358  320.97   79.47  -35.77   13.74   13.69 6.1465e+08 6.2915e+08 22.15493 2.20134 0.82740   14445 3.5007e+05     3939       -1       -1
52723502 34.93388 35.26095 34.63196  225.84  160.96  -44.63    8.93    8.03 5.031e+07 5.8437e+07 9.61972 0.65231 0.62820  157.61   12625      443 52737613 52737613
52723531 35.01618 34.97211 34.43352   29.01  -39.76  -35.33    9.54    9.52 5.5408e+07 8.3211e+07 9.93380 0.92963 0.78750  310.68   20795      534       -1       -1
52723542 35.00132 35.04291 34.73765   29.76  -86.17 -115.81    9.38   11.21 6.5254e+07 1.2975e+08 10.49014 1.40392 0.40570  728.96   38936      496 52737613 52737613
52723574 35.22206 35.00743 34.49377   37.07  -83.87  -59.54    9.88    9.76 5.3718e+07 8.0944e+07 9.83099 0.75822 0.74770  294.62   20000      673       -1       -1
52723577 35.06574 35.15377 34.48500    3.97  -46.65  -92.14   15.90   16.84 3.2789e+08 4.907e+08 17.96901 1.34459 0.81410  9374.1 2.5472e+05     3077       -1       -1
52723596 35.51263 35.22482 34.63868 -100.27 -149.86   16.22   10.32   10.71 1.4032e+08 1.5775e+08 13.54085 1.64125 0.69460  847.33   43492      923 52723598 52723598
52723598 35.50774 35.24032 34.63514  -96.40 -157.01    8.99   12.35   12.13 6.4563e+08 6.5127e+08 22.52113 4.70240 0.98670   15876 3.7524e+05     3321       -1       -1
52723601 35.53265 35.27937 34.64977  -94.53 -161.49    4.15    8.16    8.01 6.7324e+07 8.8887e+07 10.60000 1.18509 0.50860  206.84   15419      535       -1       -1
52723655 35.23460 34.97344 34.82169   18.92 -201.85  148.34    9.72    9.79 9.3803e+07 1.0477e+08 11.83944 0.91231 0.85390  483.56   28792      935 52737613 52737613
52723660 35.31967 35.16032 34.67146  105.84 -265.90  142.54    8.15    7.77 1.1763e+08 1.5014e+08 12.76761 2.33867 0.85390   964.8   47850     1031 52737613 52737613
52723662 35.31861 35.16209 34.70369   56.15 -281.74  120.76    8.85    8.30 1.2293e+08 1.4113e+08 12.95634 2.77112 0.78750  856.66   43844      969 52737613 52737613
52723664 35.32406 35.10675 34.72338   66.04 -254.98  156.98   11.12   10.86 2.0648e+08 2.2169e+08 15.40282 1.70372 0.89380  2038.9   82956     2336 52737613 52737613
52723682 35.10194 35.20816 34.57182  -73.80 -194.10  132.67   14.08   14.34 4.4141e+08 4.5451e+08 19.83944 2.60660 0.80080  8091.6 2.286e+05     2925 52737613 52737613
52723683 35.04849 35.09699 34.69879  -32.63 -110.55  163.43   11.48   10.77 1.2331e+08 1.3296e+08 12.96901 0.98754 0.84060  763.99   40304      880 52737613 52737613
52723688 34.94416 35.10832 34.66792   14.32  -83.62  151.78    8.57    9.58 8.6239e+07 1.0289e+08 11.51268 1.90686 0.58830  466.97   28062      757 52737613 52737613
52723694 35.16926 35.26406 34.66587  102.35  -69.16   28.20    8.07   10.91 1.1158e+07 7.8479e+07 5.82254 0.54947 0.30280  277.64   19145      127 52737613 52737613
52723701 35.17502 35.12071 34.38852   60.94 -114.20  180.24   15.00   14.95 4.1211e+08 4.1451e+08 19.39014 1.68892 0.97340  6704.8 1.9908e+05     2940       -1       -1
52723710 35.09013 35.30127 34.66597  -19.80 -122.55  182.57    8.64    8.94 4.331e+07 8.1704e+07 9.15070 0.82777 0.50860  299.96   20265      536 52737613 52737613
52723769 35.46015 35.21668 34.67663   38.87 -246.11   59.67    9.97    9.75 1.2539e+08 1.2558e+08 13.04225 1.40776 0.98670  684.65   37182      957 52737613 52737613
52723861 35.04287 34.89415 34.68513  108.18  -34.18  -71.13    8.34   12.64 2.4775e+07 1.201e+08 7.59577 0.84261 0.23970  628.45   34912      153       -1       -1
52723862 35.27006 34.90570 34.49344  175.05  -51.56 -108.94    8.51    8.53 3.2535e+07 5.8254e+07 8.31831 0.59589 0.82740  156.67   12569      329       -1       -1
52723882 34.94915 35.23253 34.54617  102.43  -35.42 -183.46   16.36   17.78 2.6338e+08 6.4592e+08 16.70423 1.29395 0.37920   15889 3.7547e+05     2124       -1       -1
52723897 35.21911 35.23168 34.56170  132.57  -56.79  -89.20    8.30    9.81 1.3239e+07 2.969e+07 6.16479 0.40150 0.25000  42.951  4852.9       80 52737613 52737613
52723899 35.25312 35.18254 34.61097  162.08  -74.31  -57.86   10.14   11.43 5.6549e+07 1.4183e+08 10.00141 1.00448 0.49870  864.89   44153      579 52737613 52737613
52723911 35.13085 35.24378 34.77663  231.38  -24.81  -20.30   15.59   24.55 5.7873e+07 5.7775e+08 10.07887 0.54855 0.16330   12826 3.2076e+05      344 52737613 52737613
52723956 35.27125 35.18595 34.65963  163.21   -6.32   47.91    9.30   11.95 2.3634e+07 1.5169e+08 7.47887 0.50751 0.31610     984   48548      283 52737613 52737613
52723983 35.20470 35.10423 34.45744  230.03 -210.35   85.03   11.85   11.88 2.8479e+08 2.9465e+08 17.14366 2.80177 0.93360  3297.9 1.1815e+05     2036       -1       -1
52723995 35.14975 35.25446 34.75490  146.18 -306.63   92.19    8.49    8.56 3.3099e+07 5.4662e+07 8.36620 0.87985 0.49870  138.65   11489      263 52737613 52737613
52724003 34.98033 35.07805 34.45659  196.86 -116.85   20.06   21.51   22.54 1.1234e+09 1.3055e+09 27.08732 3.43124 0.56180   45979 8.2011e+05     6926       -1       -1
52724013 34.99280 35.05840 34.50594  106.73  -17.11   78.44    8.04    8.78 1.2672e+07 3.3479e+07 6.07465 0.45334 0.26290   54.09  5749.7       98       -1       -1
52724020 35.05247 35.15804 34.65762   87.29 -140.29   54.74    8.19    8.42 2.0239e+07 4.8606e+07 7.10141 0.71507 0.47210  110.66  9733.5      251 52737613 52737613
52724026 35.00963 35.21033 34.62907  278.42  -33.94  146.61    8.28   10.74 2.3268e+07 6.5056e+07 7.43803 0.73548 0.18990  193.68   14690      137 52737613 52737613
52724043 35.24275 35.21112 34.62456   87.83  -20.34  107.75   10.65   14.87 3.631e+07 1.9592e+08 8.62817 0.60199 0.30280  1608.2   69672      504 52737613 52737613
52724052 35.14032 35.25919 34.72455   88.46  -92.25  274.75   15.26   19.62 1.4507e+08 6.4056e+08 13.69155 1.60291 0.39240   15637 3.7108e+05      832 52737613 52737613
52724054 35.04754 35.23512 34.75975  311.15 -118.55   97.55    8.61   10.84 1.9479e+07 7.7915e+07 7.01127 0.60334 0.27620  273.83   18951      122 52737613 52737613
52724061 35.16954 35.25519 34.74592  337.38  -24.59   69.35    8.94    9.52 1.2482e+07 4.369e+07 6.04507 0.31533 0.18990  90.177  8373.2       91 52737613 52737613
52724068 35.29181 34.87861 34.33385  321.35  -54.33   39.09   11.21   12.05 8.2085e+07 2.2296e+08 11.32394 0.74468 0.48540  302.65   20399      604       -1       -1
52724095 35.37946 34.73322 34.63839  195.80 -172.20  130.20    9.92   10.72 8.8127e+07 1.0383e+08 11.59577 1.19904 0.73440  475.23   28426      597       -1       -1
52724117 35.27839 34.89413 34.64117  248.65 -133.64  123.25    8.29    8.56 6.4676e+07 9.607e+07 10.45915 1.07784 0.49870  409.38   25473      693       -1       -1
52724120 35.23867 34.95984 34.63244  220.25 -164.71  135.82    9.99    9.41 8.3211e+07 8.7183e+07 11.37606 1.11663 0.82740  339.77   22210      805       -1       -1
52724127 35.28192 35.02799 34.68969  107.72 -231.70  135.66   12.24   12.69 1.9155e+08 1.9408e+08 15.02113 1.79229 0.90700  1579.4   68755     1292 52737613 52737613
52724139 35.34711 34.79425 34.66768  229.71  -44.28  163.02    8.39    8.42 7.5085e+07 8.3408e+07 10.99296 1.98631 0.81410  255.04   17986      802       -1       -1
52724180 35.33339 35.17989 34.65554  102.45 -300.88   47.82    8.73    8.84 1.0592e+08 1.0666e+08 12.32817 1.66693 0.92030  500.42   29527      806 52737613 52737613
52724188 35.30678 34.99711 34.62538  180.27 -178.25  150.72   14.00   14.41 4.0225e+08 4.3915e+08 19.23521 2.34175 0.50860    7575 2.1778e+05     2767       -1       -1
52724219 35.20930 35.13657 34.32699   -4.02   93.99  -19.48    8.10    8.34 5.2958e+07 6.638e+07 9.78451 0.74416 0.58830  201.31   15114      491       -1       -1
52724231 35.23925 34.91147 34.70630   18.32    0.59  -66.61   10.60   10.37 6.7324e+07 8.4535e+07 10.60000 0.76743 0.53520  320.24   21264      565       -1       -1
52724242 35.07977 35.11140 34.83932   44.67   15.55 -277.63    9.84   11.80 3.6873e+07 1.1518e+08 8.67324 0.65534 0.40570     580   32911      213 52724249 52737613
52724243 35.10153 35.15206 34.81192   23.23   30.66 -287.41    9.55   10.86 2.6479e+07 1.4183e+08 7.76620 0.78527 0.40570  864.89   44153      171 52729451 52737613
52724248 35.10263 35.12274 34.86159  -14.53    5.81 -299.75   10.42   15.75 4.3493e+07 3.0634e+08 9.16338 1.02646 0.40570  3793.7 1.3097e+05      321 52724249 52737613
52724249 35.10080 35.13392 34.85558   14.88    7.30 -303.26   36.22   36.37 5.0789e+09 7.4282e+09 44.78873 4.68835 0.57500 1.7272e+06 1.1757e+07    34085 52737626 52737613
52724250 35.10535 35.15180 34.85439    0.93    9.45 -332.89   10.82   14.43 5.2394e+07 2.131e+08 9.74930 1.44555 0.22640  1889.9   78453      352 52724249 52737613
52724252 35.14744 35.22567 34.76727   31.24  105.74 -182.13   11.94   17.19 4.8042e+07 3.969e+08 9.47183 0.95865 0.33930  6237.7 1.8879e+05      285 52737613 52737613
52724254 34.98802 35.22820 34.70965  -45.81   85.49  -92.65    9.34   10.37 3.6873e+07 9.362e+07 8.67324 0.64342 0.30280  389.57   24560      387 52737613 52737613
52724272 35.21958 35.24164 34.55418   99.29   43.91  -30.84    9.76   13.96 2.931e+07 1.9535e+08 8.03380 0.60578 0.23970  1599.3   69389      283 52737613 52737613
52724274 35.16378 35.07329 34.64859   24.86  -10.30 -100.00   10.79   11.46 8.1507e+07 1.6451e+08 11.29859 0.86636 0.47210  1149.8   54439     1277 52737613 52737613
52724288 35.33711 35.06399 34.46758   52.61   64.89 -133.89    8.90    8.87 1.1366e+08 1.3408e+08 12.62254 1.48982 0.81410  776.47   40787     1129       -1       -1
52724295 35.28475 35.10592 34.39499   -6.68   95.80  -33.95   10.72   11.62 2.3296e+08 3.2704e+08 16.03380 2.73136 0.69460  2242.5   88971     2044       -1       -1
52724299 35.33064 35.21085 34.39868   -6.04  106.84  -29.20   12.81   13.07 2.9507e+08 3.5211e+08 17.34648 2.35525 0.77420  3530.3 1.2422e+05     2086       -1       -1
52724384 35.08784 35.02454 34.69923   88.17   44.70   31.99    8.17    6.85 1.4746e+07 1.8535e+07 6.39014 0.64532 0.88050  17.383  2495.1      191 52737613 52737613
52724419 35.17794 35.16504 34.62294  109.34  191.16  133.31    8.67    9.86 3.2535e+07 6.7141e+07 8.31831 0.57308 0.36590  205.77   15359      380 52737613 52737613
52724422 35.17922 35.17419 34.71893  149.50  277.41  122.17    8.04    7.81 2.6859e+07 3.7831e+07 7.80282 0.94310 0.39240  68.395  6832.7      414 52737613 52737613
52724490 35.07132 34.95977 34.27711  316.58  -17.15  -28.29   24.37   24.37 3.3352e+09 3.3352e+09 38.93521 5.74011 1.00000 3.7144e+05 3.8076e+06    23306       -1       -1
52724515 35.00240 35.24312 34.41379  268.24   34.87  -52.18    8.66    8.35 6.6944e+07 7.3563e+07 10.58028 1.63911 0.64140  204.61   15296      542       -1       -1
52724534 35.02213 34.84813 34.69115  105.98  -18.96  -36.45   19.54   23.00 3.3197e+08 7.1099e+08 18.04085 1.70860 0.36590   19104 4.2995e+05     2209       -1       -1
52724539 35.05629 34.94687 34.40197  182.65   73.20   -9.83   13.20   14.41 2.1831e+08 4.8817e+08 15.68873 1.30747 0.66800  9281.4 2.5286e+05     1940       -1       -1
52724541 35.16243 34.90915 34.67487  163.42  168.51   29.41   14.08   15.45 2.8789e+08 6.0141e+08 17.20423 2.33163 0.58830   13854 3.3947e+05     1711       -1       -1
52724552 35.13243 34.94654 34.65431  283.25  168.53  -50.90   11.13   11.13 2.0296e+08 2.0296e+08 15.31268 1.97584 1.00000    1721   73234     1279       -1       -1
52724559 35.14726 35.19996 34.78983  179.47   65.46 -330.34    9.78   10.19 5.4085e+07 9.607e+07 9.85493 1.26827 0.50860  409.38   25473      412 52737613 52737613
52724564 34.97351 35.05377 34.45046  169.85  100.90  -31.61    8.19   11.71 1.5507e+07 5.5408e+07 6.49859 0.44818 0.15010  142.31   11711       88 52724003 52724003
52724566 35.05122 35.17384 34.52096  150.44  120.69  -48.52    8.99    9.10 4.4817e+07 7.7352e+07 9.25634 0.85580 0.37920  270.04   18758      338       -1       -1
52724575 34.94857 35.14981 34.83265   48.08  -61.76 -128.19   12.18   12.39 4.6338e+07 9.4366e+07 9.35915 0.54298 0.20000  395.55   24837      996 52737613 52737613
52724577 34.97394 35.17646 34.86193    5.89  -67.18 -131.16    8.83   11.87 3.4803e+07 1.0875e+08 8.50704 0.84481 0.21310  519.37   30345      648 52737613 52737613
52724579 35.07387 35.22119 35.05006  -84.71 -140.82    0.36    8.29    7.30 2.4394e+07 5.1817e+07 7.55775 0.52043 0.47210  125.12   10654      190 52737613 52737613
52724594 34.94113 35.21282 34.86608   35.13  -77.48 -101.81    8.97    9.25 3.4423e+07 5.731e+07 8.47606 0.88880 0.81410  151.83   12283      872 52729037 52737613
52724597 34.92012 35.10512 34.80863  148.52  -65.95  -54.86   13.03   14.83 8.4352e+07 2.4648e+08 11.42817 1.08740 0.31610    2499   96349      971 52737506 52737613
52724632 35.05671 35.19151 34.48703  157.88   23.55 -101.48   26.79   29.03 1.8099e+09 2.5352e+09 31.75352 3.78387 0.81410 2.194e+05 2.5863e+06    15323       -1       -1
52724633 35.24457 35.12353 34.48679  118.11   22.08    1.84   10.76   12.37 5.3901e+07 1.7197e+08 9.84225 0.95499 0.41900  1252.1   57960      571       -1       -1
52724637 35.14922 35.25018 34.46601  171.55  102.34   38.99    8.20   11.07 2.1183e+07 1.1499e+08 7.20986 0.64102 0.26290  578.09   32832      160       -1       -1
