# 
# ID	X(Mpc)	Y(Mpc)	Z(Mpc)	Vx(km/s)	Vy(km/s)	Vz(km/s)	Vmax(km/s)	Vpeak(km/s)	Mvir(Msun)	Mpeak(Msun)	Rvir(kpc)	Rmax(kpc)	apeak	Mstar_preferred(Msun)	Mstar_Behroozi2013(Msun)	npart	PID	UpID
# 
16663477 35.46765 35.34311 34.98705 -179.53  -89.58  142.87   33.40   35.71 3.169e+09 5.9493e+09 38.27324 3.80988 0.43230 1.1281e+06 8.604e+06    45288 16663636 16663636
16664863 34.95651 35.43342 34.78380  -80.37   33.30  201.93   25.03   24.78 2.9239e+09 2.9268e+09 37.25775 6.21566 0.97340 2.8851e+05 3.1627e+06    16623       -1       -1
16664994 35.72486 35.27668 35.41999 -173.16  -78.28  153.66   29.38   32.83 2.6831e+09 4.9803e+09 36.21127 3.65253 0.61490 8.0195e+05 6.699e+06    16528       -1       -1
16577515 34.67901 35.28679 35.20595   59.76 -110.17  272.41   21.66   21.86 2.4986e+09 2.593e+09 35.35775 3.92542 0.93360 2.2909e+05 2.6698e+06    13285 16578856 16578856
16577217 34.64430 35.18615 35.19987  -23.18   24.95   34.23   28.85   29.83 2.4845e+09 3.138e+09 35.28873 4.32440 0.57500 3.3043e+05 3.4941e+06    17104 16578856 16578856
16664905 36.06718 35.31277 35.14908 -132.82  -46.80  225.81   25.58   26.65 2.4394e+09 2.9986e+09 35.07887 4.71371 0.69460 3.0282e+05 3.2772e+06    15882       -1       -1
16598095 34.78865 35.67263 35.01256 -118.60   48.88  195.17   23.22   23.33 2.3887e+09 2.5113e+09 34.83239 4.92471 0.92030 1.9571e+05 2.3781e+06    14441       -1       -1
16665024 36.16749 35.28479 34.81457 -248.87  104.30  180.19   26.41   26.41 2.2662e+09 2.2662e+09 34.22676 3.61620 1.00000 1.7689e+05 2.2078e+06    13411       -1       -1
16658977 35.03045 35.18372 35.38087 -245.94   99.81  112.91   24.46   24.77 2.2268e+09 2.3296e+09 34.02535 5.30287 0.72110 1.8651e+05 2.2954e+06    14866 16578856 16578856
16597147 34.54028 35.54003 35.52150 -107.45 -108.00   32.84   23.36   23.34 2.1606e+09 2.1775e+09 33.69014 3.95851 0.92030 1.614e+05 2.064e+06    12841       -1       -1
16578818 34.50386 35.36730 35.19333  -68.49  -18.11   58.43   29.50   31.24 2.1521e+09 3.2563e+09 33.64507 3.91813 0.68130 3.5476e+05 3.6813e+06    15913       -1       -1
16660525 35.42972 35.04539 34.95363 -178.72  -80.59   30.66   25.44   26.66 2.1451e+09 2.4789e+09 33.60563 3.46881 0.84060 2.1013e+05 2.5056e+06    19065 16663636 16663636
16664960 35.48697 34.74969 34.70356 -179.77   35.49  229.15   32.07   55.59 1.9958e+09 1.462e+10 32.80986 3.73494 0.36590 6.326e+06 3.0352e+07    14156       -1       -1
16662045 35.65286 34.97069 35.17977  -97.28  184.42  102.21   25.31   26.11 1.9859e+09 2.0718e+09 32.74930 4.12079 0.45880 1.4891e+05 1.9455e+06    11986 16663636 16663636
16660453 35.59268 35.09810 35.02873   73.64  -81.92  -11.99   33.30   34.67 1.9676e+09 3.5507e+09 32.64930 3.26688 0.53520 4.1888e+05 4.1589e+06    19021 16663636 16663636
16681503 34.89475 35.52980 35.11039  -77.89   10.53  259.20   22.24   22.69 1.9324e+09 2.0366e+09 32.45352 5.85132 0.84060 1.3027e+05 1.7633e+06    12213       -1       -1
16661696 35.64259 35.11718 35.20863   23.10  -74.16  245.39   24.10   24.58 1.9268e+09 2.3901e+09 32.41972 3.11819 0.85390 1.9593e+05 2.38e+06    15520 16663636 16663636
16577286 34.59942 35.17521 35.17701  -10.46  127.99  173.95   21.59   21.38 1.907e+09 1.9465e+09 32.31549 3.90985 0.65470 1.2701e+05 1.7308e+06    10912       -1       -1
16665113 35.05832 34.85423 34.94582 -139.02  -31.03  206.51   27.42   28.46 1.8831e+09 3.0761e+09 32.17746 3.09323 0.50860 3.1802e+05 3.3972e+06    10666       -1       -1
16578828 34.71406 35.19669 35.25204   37.67  -56.50  147.85   28.06   29.66 1.6676e+09 2.9113e+09 30.89577 2.79198 0.41900 2.8612e+05 3.1434e+06    10006 16578856 16578856
16681553 34.91275 35.53196 35.02623  -12.24  -77.79   26.16   20.61   20.76 1.6493e+09 1.8775e+09 30.78873 3.51309 0.78750 1.2325e+05 1.693e+06    10691       -1       -1
16663885 36.14389 35.33100 35.35418 -155.79  -45.41  180.55   22.96   24.57 1.5972e+09 2.2972e+09 30.45634 4.83768 0.41900 1.8156e+05 2.2505e+06    10044       -1       -1
16662253 35.43917 35.33304 34.78785  -60.06  -94.75  170.29   19.17   23.24 1.5901e+09 2.9352e+09 30.40986 5.12848 0.61490   89598 1.3392e+06     9910       -1       -1
16664836 36.11663 35.28769 34.99732 -277.23   29.75  237.70   23.24   23.35 1.5831e+09 1.7324e+09 30.36761 4.05887 0.77420   88838 1.3309e+06    11312       -1       -1
16660787 35.48720 35.05520 34.87094   10.59  -61.50  141.00   21.23   21.33 1.5549e+09 1.7085e+09 30.18873 4.13153 0.86720 1.0283e+05 1.482e+06     9453 16661473 16663636
16578513 34.80100 34.92497 35.42040  -24.85   34.73  127.92   25.08   27.62 1.5451e+09 3.1944e+09 30.12535 4.27370 0.62820 3.4191e+05 3.5829e+06     9938       -1       -1
16665008 34.88759 34.83597 35.28008 -141.49   35.81   90.33   18.74   18.74 1.5141e+09 1.5141e+09 29.92535 6.21049 1.00000   81552 1.2497e+06     8979       -1       -1
16682152 35.44790 35.84279 35.56285 -136.03   22.60   48.81   19.07   20.73 1.493e+09 1.5056e+09 29.78310 3.86830 0.74770   79381 1.2252e+06     9140       -1       -1
16565302 34.79742 35.11618 34.58296   31.16   -2.42  167.98   19.27   19.27 1.4563e+09 1.4563e+09 29.54085 4.51399 1.00000   75685 1.183e+06     8496       -1       -1
16665216 36.16761 35.26115 35.51958 -214.64  -28.35  139.38   24.60   24.27 1.4282e+09 1.4408e+09 29.34648 2.34597 0.72110   72899 1.1508e+06     8059       -1       -1
16665213 35.31893 35.09165 34.35474 -183.73  111.94  188.75   20.36   20.62 1.4254e+09 1.4479e+09 29.32394 3.76153 0.89380   72623 1.1476e+06     7892       -1       -1
16665175 36.20776 34.68403 35.39584 -231.74  -46.46  225.42   18.71   18.94 1.399e+09 1.4592e+09 29.14225 2.72448 0.73440   70069 1.1178e+06     8788       -1       -1
16663336 35.94056 35.25568 34.92216 -179.62  -79.99  132.99   22.74   23.75 1.3875e+09 1.8394e+09 29.06197 5.05931 0.44560 1.185e+05 1.6448e+06    10015       -1       -1
16682208 35.53090 35.54913 35.52026 -135.40  -59.57   62.13   21.65   21.65 1.3855e+09 1.3855e+09 29.04930 3.46828 1.00000   68774 1.1026e+06     7615       -1       -1
16598379 34.33534 35.71917 35.64175 -109.35   55.06   35.62   20.21   20.21 1.3803e+09 1.3803e+09 29.01268 3.83395 1.00000   68279 1.0968e+06     7682       -1       -1
16663861 36.01869 35.28599 35.27064 -251.21  -73.11  142.73   20.12   20.31 1.3689e+09 1.3961e+09 28.93239 4.73378 0.86720   67199 1.084e+06     8892       -1       -1
16581955 34.30086 34.80876 35.19909  -57.55   71.16  122.20   18.98   20.76 1.3461e+09 1.3899e+09 28.77042 2.83954 0.89380   65065 1.0586e+06     7459       -1       -1
16665036 35.10080 35.32355 34.91081  -23.63   65.19  213.15   20.72   20.51 1.3154e+09 1.3325e+09 28.55070 3.52070 0.97340   62246 1.0247e+06     7865       -1       -1
16582024 34.62466 34.79670 35.25246  -46.08  104.43  119.18   20.47   20.47 1.3099e+09 1.3099e+09 28.50986 3.53872 1.00000   61747 1.0186e+06     7219       -1       -1
16682190 34.95090 35.67762 35.16667   36.88  -44.66  124.43   19.94   19.86 1.3015e+09 1.5338e+09 28.44930 2.94989 0.72110   60997 1.0095e+06     8028       -1       -1
16696966 35.71845 35.44925 34.91540  -92.23  -70.25  126.68   22.64   23.56 1.2937e+09 1.8225e+09 28.39155 3.32074 0.66800 1.1642e+05 1.6235e+06    13490       -1       -1
16665231 36.19099 35.22752 35.38602 -153.04   10.61  107.49   29.49   34.53 1.2901e+09 3.5648e+09 28.36761 2.58787 0.36590 4.2207e+05 4.1822e+06     7083       -1       -1
16577588 34.70165 35.32607 35.31173 -122.57   27.12  -22.17   24.03   33.11 1.2051e+09 4.8e+09 27.72958 2.81989 0.43230 7.4715e+05 6.3601e+06     9373 16578856 16578856
16682294 35.42254 35.49872 35.48244 -140.54  -44.68   41.59   22.34   22.34 1.1806e+09 1.1806e+09 27.53944 2.33271 1.00000   50578 8.7964e+05     6488       -1       -1
16658334 35.06686 35.09954 35.40256 -104.91  -70.60  181.23   20.06   23.30 1.1565e+09 1.9521e+09 27.35070 2.45526 0.50860 1.3283e+05 1.7887e+06     9655       -1       -1
16658239 34.88503 35.33308 35.11188   26.60  -93.17  175.17   21.96   23.94 1.1392e+09 1.738e+09 27.21268 2.58104 0.33930 1.0628e+05 1.5183e+06     6745 16578856 16578856
16696989 35.75892 35.66185 34.92505 -194.52  -67.70  131.24   19.01   18.56 1.0639e+09 1.3472e+09 26.60141 2.44896 0.68130   41422 7.5953e+05     6813       -1       -1
16682334 36.19132 35.49154 35.61563 -210.37  -15.96  173.40   23.44   23.53 1.0637e+09 1.0686e+09 26.59859 2.60235 0.97340   41401 7.5925e+05     5748       -1       -1
16661904 35.90046 35.04699 35.22854 -224.90   56.50  136.97   21.55   22.86 1.0587e+09 1.8704e+09 26.55775 3.90975 0.53520 1.2237e+05 1.684e+06     7303       -1       -1
16661197 35.61017 35.08634 35.02484 -423.30   51.66  257.25   23.83   24.94 1.0358e+09 2.5831e+09 26.36479 2.59939 0.41900 2.2742e+05 2.6555e+06    14163 16660453 16663636
16697107 35.78913 35.49104 35.01216 -218.07  -55.31  111.06   20.84   22.80 1.0194e+09 1.6592e+09 26.22394 3.46185 0.45880   38160 7.1507e+05     5805 16697110 16696816
16582012 34.73327 34.94286 35.59882 -152.86  -23.49   38.76   18.58   18.43 1.0104e+09 1.0118e+09 26.14789 3.76123 0.96020   37514 7.0616e+05     6058       -1       -1
16664859 34.93370 35.40551 34.67237  -85.31   42.12  193.73   16.54   16.54 1.0001e+09 1.0001e+09 26.05775 3.68750 1.00000   36785 6.9604e+05     5982       -1       -1
16663097 35.43952 35.19455 35.22320 -123.59   35.50  177.74   24.28   29.74 9.9592e+08 3.5746e+09 26.02113 2.69561 0.43230 4.2432e+05 4.1985e+06    25721 16663636 16663636
16581807 34.78535 34.89418 35.19865  -12.19  -73.68  131.81   20.16   21.42 9.6944e+08 1.3627e+09 25.78873 3.89167 0.72110   66616 1.0771e+06     6965       -1       -1
16664927 36.31263 35.32924 34.58716 -196.58   91.25  177.74   17.95   16.64 9.362e+08 9.8437e+08 25.49014 2.76098 0.65470   32402 6.3406e+05     5588       -1       -1
16577383 34.68907 35.35715 35.30485 -156.40   29.61   27.52   24.05   27.84 9.262e+08 1.8183e+09 25.39859 2.12970 0.39240 1.159e+05 1.6182e+06     6610 16578856 16578856
16657733 34.89313 35.43032 35.54925  -10.02 -107.42   82.92   20.93   21.33 9.2338e+08 1.7859e+09 25.37324 2.55809 0.52190 1.1197e+05 1.5777e+06     8188 16578856 16578856
16577148 34.79151 35.19486 35.40296  -70.57  -94.71  133.71   23.67   31.62 9.193e+08 5.9507e+09 25.33662 2.70250 0.54850 1.1286e+06 8.6068e+06     8614 16578856 16578856
16661836 35.74025 34.89845 35.27885 -180.62  -23.91   11.25   19.92   20.00 9.1211e+08 9.2972e+08 25.27042 2.66990 0.68130   30821 6.1115e+05     5156       -1       -1
16663551 36.02411 35.15094 35.13002 -142.59   22.86  141.21   22.92   24.93 9.0155e+08 2.7648e+09 25.17183 2.47848 0.72110 2.5912e+05 2.9227e+06     7712       -1       -1
16582091 34.54311 34.93713 35.36023  -33.53  108.86   96.12   18.50   18.50 8.9704e+08 8.9704e+08 25.12958 3.60475 1.00000   29851 5.9695e+05     5116       -1       -1
16665004 34.89073 34.80914 35.31453 -130.80   52.74   92.44   15.98   15.98 8.8662e+08 8.8662e+08 25.03239 4.85278 1.00000   29188 5.8718e+05     4637       -1       -1
16661046 35.44296 35.01299 35.09785  -74.79  169.73  273.85   16.94   16.85 8.8549e+08 9.3845e+08 25.02254 1.96365 0.81410   32552 6.3621e+05     4908 16663636 16663636
16661016 35.58087 35.09570 34.92454 -113.29  139.82  322.91   21.98   25.55 8.7732e+08 1.8958e+09 24.94507 2.38009 0.45880 1.2557e+05 1.7163e+06     5030 16663636 16663636
16597191 34.70638 35.62328 35.32219   60.80   23.43   77.14   20.92   21.18 8.738e+08 8.7789e+08 24.91127 2.63837 0.92030   28384 5.7523e+05     5436       -1       -1
16662324 35.46872 35.34735 34.63858 -141.62   72.41  284.71   22.43   24.66 8.7282e+08 1.8676e+09 24.90141 2.32815 0.45880   28322 5.7432e+05     4999 16662354 16662354
16657869 34.93711 35.22293 35.21673 -120.31   -2.98  299.40   19.55   19.61 8.5831e+08 8.8211e+08 24.76338 2.09444 0.94690   28904 5.8297e+05     4852 16658586 16578856
16577678 34.60680 35.40687 35.03223  -62.35  151.58  149.56   15.36   14.93 8.4746e+08 8.8437e+08 24.65915 5.67060 0.85390   26764 5.5091e+05     5386       -1       -1
16577221 34.60696 35.15307 35.23168   15.86   24.43   60.35   19.67   19.97 8.162e+08 1.3655e+09 24.35211 2.43293 0.50860   66881 1.0802e+06     5803       -1       -1
16697034 35.86610 35.47279 34.91444 -210.55   49.00  250.28   18.58   18.88 8.0479e+08 8.5845e+08 24.23662 3.24540 0.52190   24236 5.1216e+05     5289 16696816 16696816
16696956 35.71892 35.52975 35.06692 -137.87 -102.84   29.89   17.36   17.36 7.9282e+08 7.9282e+08 24.11690 2.14692 1.00000   23549 5.0143e+05     5028       -1       -1
16582122 34.49142 34.61742 35.38525  -52.38   79.64   80.85   17.40   17.40 7.8479e+08 7.8479e+08 24.03521 2.97658 1.00000   23093 4.9428e+05     4322       -1       -1
16597202 34.86468 35.53294 35.11442  -52.33  -88.27    9.16   16.05   16.92 7.6408e+08 8.0225e+08 23.82113 2.42506 0.66800   21937 4.7597e+05     6074 16681503 16681503
16658317 35.05511 35.02939 35.28011 -133.92  -25.88  136.58   19.23   24.23 7.493e+08 2.6493e+09 23.66761 2.82976 0.45880 2.3874e+05 2.752e+06     5707       -1       -1
16578566 34.79700 35.26644 35.48235 -223.81   28.86  162.24   20.89   23.93 7.4873e+08 3.169e+09 23.66197 2.98306 0.54850 3.3672e+05 3.5428e+06     7811 16578856 16578856
16661868 36.13034 35.07448 35.13999 -157.40  102.26  122.74   18.48   18.66 7.3423e+08 7.4225e+08 23.50704 2.44195 0.49870   20321 4.4993e+05     4073       -1       -1
16657931 35.11034 35.25828 35.11927  -35.93  -59.47  231.37   20.34   22.15 7.262e+08 1.3561e+09 23.42113 2.69571 0.54850   65996 1.0697e+06     5193       -1       -1
16665291 35.32603 34.79176 35.13451  -82.10   54.67   82.92   15.97   14.92 7.2225e+08 8.4803e+08 23.37887 2.96502 0.62820   19690 4.3961e+05     4155       -1       -1
16660973 35.56352 34.97723 34.74712 -100.94   16.64  179.25   22.80   23.39 7.2183e+08 9.4423e+08 23.37465 2.23237 0.66800   32938 6.4175e+05     4584       -1       -1
16578508 34.84215 35.13220 35.31973   67.89   87.13   38.10   16.01   17.57 7.0944e+08 8.9127e+08 23.23944 3.63580 0.43230   29483 5.9153e+05     5275 16578856 16578856
16662247 35.50038 35.27223 34.77995  -50.16  -89.61  187.55   18.03   18.67 7.0831e+08 1.0313e+09 23.22676 1.90886 0.61490   18966 4.2767e+05     5449       -1       -1
16697059 35.73949 35.53204 34.99868 -230.79  -74.07  160.46   19.07   20.42 6.9901e+08 1.031e+09 23.12535 2.66719 0.50860   18491 4.1977e+05     5108 16697110 16697110
16658014 35.06682 35.19751 35.04178  -12.12  -12.23  181.79   17.60   23.04 6.9676e+08 2.6676e+09 23.10000 3.19244 0.61490 2.4192e+05 2.7788e+06    10023       -1       -1
16658804 34.88924 35.40431 35.17616   15.75   67.72   81.69   20.17   21.90 6.9169e+08 1.4662e+09 23.04366 2.09876 0.44560   76672 1.1943e+06     5758 16578856 16578856
16581957 34.25862 34.82203 35.21623  -59.86   83.89  109.25   17.51   17.67 6.9099e+08 7.0521e+08 23.03803 2.06355 0.90700   18086 4.1298e+05     4150       -1       -1
16665376 35.58415 35.41741 35.76404 -156.07   68.46  132.31   17.59   19.32 6.8676e+08 8.3915e+08 22.98873 2.27407 0.40570   17874 4.0942e+05     3723       -1       -1
16582051 34.19814 35.51948 35.31723   23.92  -41.88  185.13   15.87   15.55 6.862e+08 6.8972e+08 22.98310 2.04571 0.97340   17846 4.0894e+05     3988       -1       -1
16578844 34.70928 35.24775 35.32009   99.80    4.15  127.17   22.61   28.22 6.8085e+08 2.3366e+09 22.92394 2.59918 0.43230 1.8759e+05 2.3052e+06     3681 16578834 16578856
16578404 34.76438 35.40248 35.18075  -46.95  -65.80   94.67   20.76   25.45 6.7493e+08 2.1535e+09 22.85775 2.26572 0.39240 1.6039e+05 2.0545e+06     8445 16578856 16578856
16659021 35.00770 35.22082 35.46191 -143.69   92.25  203.79   19.03   20.65 6.593e+08 8.3775e+08 22.67887 3.07790 0.35260   26178 5.4201e+05     4074 16578856 16578856
16665317 35.02213 34.74092 34.54209 -180.00   27.95  234.79   16.33   14.79 6.4225e+08 6.9465e+08 22.48169 2.69063 0.81410   15716 3.7247e+05     4295       -1       -1
16665029 35.11811 35.31377 34.89637 -107.97  -73.81  165.24   17.72   17.79 6.2563e+08 6.8592e+08 22.28592 3.35735 0.69460   14945 3.5893e+05     3948 16665036 16665036
16662067 35.86424 34.82882 35.15374 -143.01   -2.43  217.14   18.22   21.07 6.2521e+08 1.6211e+09 22.28169 2.58791 0.56180   92980 1.3762e+06     8028       -1       -1
16598802 34.55977 35.77493 35.19054   14.27   39.20   79.63   14.89   14.38 6.1127e+08 6.2803e+08 22.11408 2.56008 0.77420   14293 3.4735e+05     3848       -1       -1
16657911 35.02499 35.11721 35.11905  -61.42  -59.73  230.13   18.43   21.45 6.0676e+08 1.7662e+09 22.05915 2.70210 0.52190 1.0961e+05 1.5532e+06     3616       -1       -1
16697086 35.86997 35.56823 34.92285 -236.13 -128.65  135.55   17.68   23.82 5.9718e+08 1.5944e+09 21.94366 3.52688 0.49870   13667 3.361e+05     4459 16697089 16696816
16577012 34.80265 35.25175 35.27949 -230.67 -106.46   57.00   19.81   21.33 5.9141e+08 9.6183e+08 21.87183 2.35149 0.54850   34127 6.587e+05    12253 16578834 16578856
16576806 34.52175 35.04823 35.37487  -96.08   89.08  109.33   16.03   16.05 5.8817e+08 6.0915e+08 21.83239 3.93257 0.66800   13274 3.2896e+05     3352       -1       -1
16665370 35.07513 34.98341 34.50651  -92.69  -42.75  256.44   16.24   17.46 5.8803e+08 7.3197e+08 21.82958 3.02752 0.43230   13268 3.2885e+05     3604       -1       -1
16665422 34.88963 35.20637 34.85371  -64.44  -54.62  239.11   16.19   16.19 5.8535e+08 5.8535e+08 21.79718 2.11119 1.00000   13152 3.2674e+05     3164       -1       -1
16665391 35.38928 35.00732 34.66502 -220.10  -74.03  223.18   17.34   17.63 5.7831e+08 6.7746e+08 21.70986 2.54195 0.64140   12850 3.2121e+05     3332       -1       -1
16659031 35.01068 35.33172 35.28182 -147.79   86.49  172.89   17.32   20.09 5.7803e+08 1.248e+09 21.70563 2.96870 0.44560   56273 9.5142e+05     3949 16578856 16578856
16662866 35.54834 35.24107 35.18822 -169.87  135.81   97.04   22.59   26.36 5.6732e+08 1.7225e+09 21.57183 1.99488 0.30280 1.0447e+05 1.4993e+06     6078 16663189 16663636
16662328 35.47314 35.38325 34.63539 -184.14  111.90  290.61   16.30   17.39 5.6606e+08 6.8563e+08 21.55493 3.67157 0.89380   12332 3.1164e+05     3668 16662354 16662354
16658024 34.92593 35.24961 35.27119   20.56   24.27   57.75   22.04   32.09 5.6239e+08 4.8845e+09 21.50986 1.87804 0.37920 7.7261e+05 6.5183e+06     7503 16578856 16578856
16681575 34.99362 35.48624 35.39706 -174.46 -123.20   48.05   14.80   14.80 5.5873e+08 5.5873e+08 21.46056 3.63774 1.00000   12028 3.0596e+05     3299 16578856 16578856
16661850 35.80227 34.98458 35.27219 -227.07  -52.21    9.98   17.19   17.56 5.5225e+08 5.5887e+08 21.37887 2.81179 0.58830   11761 3.0097e+05     3265 16661849 16661849
16696672 35.43287 35.47962 35.11719 -182.68  -16.17  290.41   15.21   15.46 5.5056e+08 5.9408e+08 21.35634 3.23818 0.78750   11692 2.9967e+05     3721       -1       -1
16577708 34.51794 35.48970 35.49025 -103.34 -108.79   39.99   15.80   19.40 5.3394e+08 6.2901e+08 21.13944 2.77094 0.27620   11024 2.8697e+05     3462       -1       -1
16566049 34.68775 35.04777 34.91387 -119.63   33.86  228.43   16.15   16.15 5.2915e+08 5.2915e+08 21.07606 2.19293 1.00000   10835 2.8335e+05     2916       -1       -1
16662472 35.41586 35.39959 34.96126 -249.21 -136.01  126.51   18.21   19.51 5.1634e+08 9.0493e+08 20.90423 2.37034 0.50860   10337 2.7371e+05     3622 16662469 16662469
16664846 36.18692 35.25697 34.97377 -267.36   31.93  224.17   15.97   16.25 5.1408e+08 5.5817e+08 20.87324 3.14791 0.73440   10250 2.7202e+05     3356       -1       -1
